,F1,F2,F3,F4,F5
0,-1.365156057611038,1.0005413726778054,0.30428133986328587,-0.601666914308696,-0.0003148462179233549
1,-2.6225208687692474,0.3901242197901129,-0.2510607211102373,0.9223845502980111,-0.18053962672011506
2,-4.052041252730413,0.30772233638719076,-1.9503490646931214,-0.8837950324623681,-0.18053962672011506
3,-1.9842832177131167,0.026269105026739487,-1.0328104380393508,1.018107977989472,0.05537875354117278
4,-0.02319716909704228,1.4154318819216931,-0.2504772503381535,-1.5005455826705738,-1.4000943301780682
5,-1.1578163628838,2.7837402719162263,1.610789796655089,-0.7927824191348541,-0.24742328963320256
6,2.52673935912554,0.7090577022512827,1.0201148719364608,-0.6141088957974261,0.08833716772601916
7,0.587123249370137,-1.0360055172775158,-1.863909238195581,-0.41245761161057193,0.6293378327971002
8,-2.3454377774994173,1.1784166571270247,0.3027933154303188,-1.7749085465738306,-1.6237438102763384
9,3.5606973541186218,0.46451962168300237,0.6514817547782596,0.22129289629830692,0.6000546657228109
10,2.9750190361238564,3.184224203770229,3.626869319100663,0.7836684592729823,-0.5107215461401511
11,-3.391408290332548,0.34693111347931155,-0.19395286214452634,0.960517222271977,-1.1468198983642983
12,-0.844210500387349,-3.742632821275011,-0.8490110195674653,-0.33620405982524826,0.4452687205846583
13,2.494342934703351,0.6752069330381271,-1.1280890324839168,1.8672138208820441,-0.702055341768385
14,0.6661600924125936,-1.9710543504555553,1.5708850323646555,-0.9350353496997887,-0.38646478398483075
15,0.8073367146254598,-2.2700235894066103,0.35136004910808677,-0.0354903681247961,1.128807139912871
16,1.446101844693651,-0.13243738782679615,-2.379416658271981,-0.2805424778354364,1.3063845424683225
17,0.7550116728582726,-1.9024255313846585,-1.664202801487145,-0.18572830021262612,0.025682828726891205
18,-1.7426016732043412,3.9412502663949054,1.8492691757988862,-1.376234619177059,-1.2648819915068297
19,0.677470593472559,0.9335336425711186,0.920935229079108,0.20399262199109083,0.8467986581595774
20,0.6095569019620557,0.7701733971752964,-2.113404435523043,0.16276232948860278,0.991128101766612
21,-1.6679485607540288,-1.4168594863942068,-0.17133890913843586,-0.951934754163386,-0.6974308798790503
22,-1.332345473802213,0.5683629872104402,0.9384244315116197,-1.1700547282506126,-0.9244541382069233
